tools/KeenEyes.Mcp.TestBridge/Tools/CaptureTools.cs	247	cs/catch-of-all-exceptions	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
tools/KeenEyes.Mcp.TestBridge/Tools/GameTools.cs	65	cs/catch-of-all-exceptions	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
tools/KeenEyes.Mcp.TestBridge/Tools/CaptureTools.cs	180	cs/catch-of-all-exceptions	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
tools/KeenEyes.Mcp.TestBridge/Tools/CaptureTools.cs	113	cs/catch-of-all-exceptions	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
tools/KeenEyes.Mcp.TestBridge/Tools/CaptureTools.cs	66	cs/catch-of-all-exceptions	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
tools/KeenEyes.Mcp.TestBridge/Program.cs	72	cs/catch-of-all-exceptions	won't fix	Fire-and-forget MCP notification: errors are intentionally swallowed so a failed list-changed notification cannot crash the server.
tools/KeenEyes.Mcp.TestBridge/Connection/BridgeConnectionManager.cs	267	cs/catch-of-all-exceptions	won't fix	Health-check ping loop: any ping failure is treated uniformly to trigger reconnection; the loop must not terminate on an unexpected exception type.
tools/KeenEyes.Lsp.Kesl/KeslLanguageServer.cs	147	cs/catch-of-all-exceptions	won't fix	LSP request-dispatch boundary: uncaught exceptions are converted into a JSON-RPC InternalError response per the LSP spec rather than propagated.
tools/KeenEyes.Lsp.Kesl/KeslLanguageServer.cs	65	cs/catch-of-all-exceptions	won't fix	LSP message-loop boundary: the server logs and continues so a single malformed message cannot terminate the session.
samples/KeenEyes.Sample.SaveLoad/Program.cs	176	cs/catch-of-all-exceptions	won't fix	Top-level demo entry point loading external, possibly corrupt save data; recovers by reporting and exiting. Explanatory comment retained per project precedent.
samples/KeenEyes.Sample.Graphics/Program.cs	93	cs/catch-of-all-exceptions	won't fix	Top-level demo entry point wrapping windowing/graphics init, which can surface many platform exceptions (no display, driver, GL context); recovers by reporting and exiting. Explanatory comment added.
samples/KeenEyes.Sample.Input/Program.cs	119	cs/catch-of-all-exceptions	won't fix	Top-level demo entry point wrapping windowing/input init, which can surface many platform exceptions (no display, driver, GL context); recovers by reporting and exiting. Explanatory comment added.
samples/KeenEyes.Sample.UI/Program.cs	220	cs/catch-of-all-exceptions	won't fix	Top-level demo entry point wrapping windowing/graphics init, which can surface many platform exceptions (no display, driver, GL context); recovers by reporting and exiting. Explanatory comment added.
samples/KeenEyes.Sample.Showcase/Program.cs	177	cs/catch-of-all-exceptions	won't fix	Top-level demo entry point wrapping windowing/graphics init, which can surface many platform exceptions (no display, driver, GL context); recovers by reporting and exiting. Explanatory comment added.
samples/KeenEyes.Sample.Multiplayer/Program.cs	63	cs/missed-using-statement	won't fix	Transport pair is deterministically disposed in a finally block that runs on throw; the factory returns a tuple that cannot bind to a single using declaration.
samples/KeenEyes.Sample.Multiplayer/Program.cs	63	cs/missed-using-statement	won't fix	Transport pair is deterministically disposed in a finally block that runs on throw; the factory returns a tuple that cannot bind to a single using declaration.
samples/KeenEyes.Sample.Multiplayer/Program.cs	259	cs/missed-using-statement	won't fix	Transport is deterministically disposed in a finally block that runs on throw; kept consistent with the tuple-based local demo, which cannot use a using declaration.
samples/KeenEyes.Sample.Multiplayer/Program.cs	387	cs/missed-using-statement	won't fix	Transport is deterministically disposed in a finally block that runs on throw; kept consistent with the tuple-based local demo, which cannot use a using declaration.
samples/KeenEyes.Sample.UI/Program.cs	1174	cs/useless-upcast	false positive	The upcast fixes the projected tuple element type to IEnumerable<MenuItemDef> so the sequence matches CreateMenuBar's parameter; ValueTuple is invariant, so removing it (leaving MenuItemDef[]) breaks the call.
